1	16
2	42
3	122
4	127
5	200
6	224
7	247
8	346
9	400
10	495
11	558
12	600
13	636
14	933
15	1324
16	1477
17	1510
18	1516
19	1576
20	1593
21	1594
22	1720
23	1757
24	1853
25	2071
26	2078
27	2182
28	2646
29	2942
30	2987
31	3168
32	3350
33	3394
34	3636
35	3650
36	3674
37	3723
38	3886
39	4070
40	4154
41	4513
42	4527
43	4740
44	4750
45	5188
46	5369
47	5461
48	5500
49	5526
50	5550
51	5835
52	5936
53	7580
54	7934
55	8133
56	8175
57	8597
58	9724
59	9938
60	10014
61	10600
62	10973
63	11007
64	11241
65	12065
66	12422
67	12650
68	12794
69	12868
70	14182
71	14184
72	15300
73	15839
74	15865
75	15932
76	15945
77	16562
78	16564
79	16565
80	16566
81	16567
82	16568
83	16571
84	16572
85	16574
86	16575
87	16576
88	16577
89	16578
90	16579
91	16580
92	16581
93	16582
94	16583
95	16584
96	16586
97	16588
98	16589
99	16590
100	16591
101	16592
102	16593
103	16594
104	16595
105	16599
106	16605
107	16607
108	16608
109	16609
110	16610
111	16611
112	16614
113	16616
114	16617
115	16621
116	16622
117	16624
118	16625
119	16626
120	16630
121	16635
122	16637
123	16639
124	16640
125	16642
126	16644
127	16645
128	16647
129	16653
130	16654
131	16655
132	16657
133	16659
134	16661
135	16664
136	16666
137	16672
138	16674
139	16714
140	16773
141	16825
142	16908
143	16929
