1	59
2	101
3	127
4	271
5	379
6	380
7	431
8	669
9	686
10	734
11	943
12	949
13	987
14	1373
15	1477
16	1529
17	1591
18	1714
19	1949
20	2227
21	2393
22	2426
23	2453
24	2917
25	3177
26	3219
27	3520
28	3622
29	3636
30	3791
31	3883
32	4128
33	4396
34	4483
35	4527
36	4740
37	4751
38	4772
39	4854
40	5396
41	5449
42	5500
43	5949
44	6012
45	6136
46	6246
47	6317
48	6332
49	6481
50	6515
51	6516
52	6652
53	6658
54	6793
55	7141
56	8131
57	8183
58	8597
59	8894
60	9467
61	10159
62	10440
63	10840
64	10860
65	12011
66	13330
67	13353
68	13725
69	13819
70	13843
71	14182
72	14286
73	14349
74	15188
75	15227
76	15577
77	15962
78	15964
79	16314
80	16686
81	16689
82	16697
83	16709
84	16710
85	16712
86	16713
87	16725
88	16743
89	16755
90	16760
91	16771
92	16777
93	16781
94	16785
95	16787
96	16791
97	16810
98	16831
99	16842
100	16845
101	16848
102	16852
103	16914
104	16915
105	16926
106	16932
107	16933
108	16938
109	16941
110	16946
111	16949
112	16952
113	16953
114	16954
115	16959
116	16961
117	16964
118	16965
119	16973
120	16981
121	16985
122	16992
123	16994
124	16995
125	16997
126	17001
127	17005
128	17006
129	17009
130	17012
131	17040
132	17047
133	17048
134	17058
135	17068
136	17075
137	17080
138	17084
139	17103
140	17104
141	17109
142	17138
143	17152
144	17156
145	17186
146	17209
147	17217
