1	7
2	119
3	178
4	218
5	263
6	265
7	266
8	285
9	298
10	332
11	335
12	355
13	387
14	429
15	430
16	439
17	504
18	510
19	516
20	547
21	570
22	574
23	575
24	597
25	635
26	673
27	689
28	756
29	757
30	772
31	849
32	854
33	862
34	865
35	877
36	883
37	906
38	922
39	923
40	984
41	989
42	990
43	1001
44	1002
45	1009
46	1010
47	1029
48	1050
49	1082
50	1083
51	1097
52	1113
53	1139
54	1164
55	1166
56	1218
57	1219
58	1263
59	1339
60	1362
61	1493
62	1494
63	1495
64	1517
65	1572
66	1576
67	1577
68	1580
69	1581
70	1601
71	1604
72	1622
73	1625
74	1689
75	1691
76	1692
77	1703
78	1704
79	1736
80	1737
81	1757
82	1793
83	1796
84	1815
85	1816
86	1830
87	1833
88	1838
89	1841
90	1850
91	1856
92	1880
93	1885
94	1961
95	1986
96	1987
97	1989
98	2011
99	2053
100	2054
101	2070
102	2071
103	2085
104	2086
105	2091
106	2093
107	2097
108	2100
109	2142
110	2165
111	2166
112	2172
113	2185
114	2204
115	2209
116	2210
117	2211
118	2212
119	2222
120	2223
121	2238
122	2255
123	2258
124	2260
125	2265
126	2266
127	2267
128	2275
129	2277
130	2279
131	2280
132	2281
133	2287
134	2288
135	2293
136	2298
137	2316
138	2317
139	2324
140	2330
141	2331
142	2335
143	2336
144	2337
145	2338
146	2339
147	2340
148	2341
149	2351
150	2356
151	2357
152	2358
153	2359
154	2370
155	2371
156	2383
157	2384
158	2385
159	2412
160	2413
161	2428
