0	1
1	1
0	2
1	2
2	3
3	3
4	4
5	4
19	4
6	5
7	5
6	6
7	6
8	7
9	7
24	7
47	7
127	7
10	8
46	8
11	9
12	9
13	10
14	10
15	11
16	11
15	12
16	12
17	13
18	13
17	14
18	14
20	15
21	15
32	15
60	15
22	16
23	16
110	16
25	17
26	17
28	18
29	18
28	19
29	19
30	20
31	20
37	20
38	20
48	20
70	20
109	20
130	20
140	20
148	20
160	20
161	20
168	20
169	20
170	20
171	20
186	20
33	21
34	21
33	22
34	22
35	23
36	23
41	23
120	23
39	24
40	24
101	24
42	25
49	25
43	26
75	26
44	27
45	27
44	28
45	28
50	29
51	29
50	30
51	30
52	31
53	31
54	32
55	32
159	32
56	33
57	33
65	33
108	33
58	34
59	34
187	34
61	35
62	35
61	36
62	36
63	37
64	37
63	38
64	38
66	39
67	39
66	40
67	40
69	41
180	41
71	42
72	42
73	42
150	42
74	43
181	43
76	44
77	44
76	45
77	45
78	46
79	46
78	47
79	47
80	48
81	48
126	48
82	49
83	49
82	50
83	50
84	51
85	51
84	52
85	52
86	53
87	53
86	54
87	54
88	55
89	55
88	56
89	56
90	57
91	57
149	57
92	58
93	58
98	58
94	59
146	59
95	60
144	60
96	61
97	61
96	62
97	62
99	63
100	63
99	64
100	64
102	65
103	65
102	66
103	66
104	67
105	67
106	68
107	68
106	69
107	69
27	70
111	70
118	70
112	71
113	71
121	71
147	71
167	71
114	72
115	72
114	73
115	73
116	74
117	74
116	75
117	75
119	76
166	76
122	77
123	77
122	78
123	78
124	79
125	79
124	80
125	80
128	81
129	81
128	82
129	82
131	83
132	83
131	84
132	84
133	85
134	85
133	86
134	86
135	87
136	87
135	88
136	88
68	89
137	89
155	89
138	90
139	90
138	91
139	91
141	92
142	92
141	93
142	93
143	94
145	94
151	95
152	95
151	96
152	96
153	97
154	97
165	97
156	98
157	98
158	98
162	98
163	99
164	99
163	100
164	100
172	101
173	101
172	102
173	102
174	103
175	103
174	104
175	104
176	105
177	105
176	106
177	106
178	107
179	107
178	108
179	108
182	109
183	109
182	110
183	110
184	111
185	111
184	112
185	112
