1	56	100, 101, 344, 563, 1280, 1406, 1887, 2426, 2667, 3120, 3791, 5369, 5389, 9361, 12100, 12868, 13725, 13819, 15269, 16679, 16685, 16689, 16691, 16712, 16713, 16719, 16720, 16726, 16743, 16744, 16748, 16761, 16768, 16770, 16777, 16803, 16808, 16813, 16819, 16829, 16831, 16833, 16834, 16835, 16844, 16850, 16863, 16866, 16869, 16877, 16879, 16892, 16901, 16903, 16921, 16935
2	11	127, 216, 1339, 2227, 2628, 2987, 3029, 16733, 16767, 16782, 16805
3	6	224, 240, 1516, 16723, 16746, 16826
4	14	245, 276, 2560, 2813, 3047, 3636, 10611, 14987, 16703, 16776, 16784, 16801, 16832, 16919
5	6	622, 5489, 7554, 12011, 14182, 15184
6	5	650, 728, 15969, 16684, 16845
7	2	734, 943
8	7	1133, 1165, 14286, 16736, 16738, 16812, 16897
9	26	1172, 1297, 1714, 2551, 3543, 3723, 3981, 4578, 6515, 11104, 15395, 16692, 16694, 16706, 16728, 16750, 16752, 16756, 16804, 16827, 16836, 16860, 16864, 16894, 16899, 16936
10	6	1216, 1477, 16677, 16741, 16843, 16927
11	4	1386, 1388, 4431, 16815
12	3	1547, 1549, 16796
13	7	1593, 3548, 16754, 16816, 16818, 16824, 16928
14	3	2018, 12065, 16846
15	3	2037, 10489, 16793
16	5	2078, 2182, 7178, 16729, 16745
17	5	2352, 2388, 15964, 16780, 16855
18	4	2473, 9694, 16775, 16861
19	4	2514, 9772, 16783, 16841
20	2	2605, 2606
21	7	2839, 2900, 3260, 3520, 8131, 10437, 15405
22	4	3138, 3244, 10439, 16206
23	4	3583, 3622, 15428, 16787
24	6	3625, 9690, 10222, 16695, 16807, 16910
25	3	4854, 16676, 16687
26	9	5396, 5465, 5813, 16688, 16716, 16759, 16765, 16766, 16878
27	7	5993, 6115, 16710, 16763, 16797, 16825, 16925
28	8	8686, 9344, 16717, 16779, 16785, 16838, 16857, 16882
29	2	9794, 10159
30	4	10717, 16814, 16891, 16911
31	3	11811, 11954, 16806
32	2	13202, 13330
33	4	16730, 16731, 16900, 16922
34	5	16735, 16854, 16865, 16931, 16937
35	3	16742, 16875, 16920
36	4	16747, 16764, 16847, 16851
37	3	16762, 16856, 16867
38	2	16848, 16849
