1	2	16, 59
2	17	100, 127, 396, 3791, 3981, 10437, 10611, 11768, 16703, 16708, 16742, 16798, 16828, 16840, 16858, 16895, 16912
3	2	216, 224
4	2	240, 245
5	6	276, 344, 1212, 4413, 12868, 16418
6	2	438, 622
7	3	650, 676, 12875
8	5	734, 739, 2987, 5486, 7929
9	3	827, 1133, 11172
10	2	1373, 1477
11	4	1603, 1882, 16690, 16853
12	11	2037, 2131, 2606, 10628, 11167, 11205, 11954, 16698, 16715, 16822, 16909
13	8	2182, 2230, 3723, 5936, 7554, 9037, 16701, 16761
14	3	2352, 2382, 16691
15	7	2473, 2560, 15867, 15964, 16743, 16747, 16880
16	7	2667, 2813, 13330, 16699, 16757, 16777, 16790
17	3	3029, 4491, 6515
18	3	3165, 3480, 15969
19	2	4578, 4644
20	2	4750, 4854
21	2	5283, 5369
22	3	6103, 6139, 11760
23	2	6262, 6423
24	2	6977, 6993
25	3	8316, 8674, 16758
26	2	9344, 9794
27	2	11973, 12100
28	2	12651, 12806
29	2	13455, 13725
30	2	14286, 14615
31	5	15184, 15428, 16389, 16718, 16924
32	2	16175, 16305
33	3	16680, 16681, 16916
34	2	16683, 16686
35	2	16692, 16696
36	2	16704, 16707
37	2	16721, 16723
38	2	16727, 16732
39	5	16737, 16759, 16794, 16795, 16902
40	2	16751, 16752
41	2	16773, 16774
42	2	16784, 16789
43	3	16799, 16800, 16884
44	4	16805, 16806, 16918, 16923
45	2	16809, 16817
46	2	16872, 16874
47	2	16888, 16890
48	2	16930, 16934
