1	6	16, 88, 7929, 16693, 16707, 16893
2	10	100, 127, 2606, 6660, 12868, 13819, 16696, 16749, 16786, 16792
3	2	216, 224
4	3	245, 438, 16788
5	4	622, 624, 1882, 16772
6	8	698, 728, 6977, 7178, 7554, 10978, 16721, 16778
7	2	762, 1339
8	3	1373, 1388, 16727
9	5	1477, 1510, 2839, 4854, 6675
10	2	1540, 1714
11	3	1887, 2037, 3981
12	3	2071, 2131, 2473
13	7	2182, 2230, 16712, 16718, 16722, 16758, 16889
14	3	3029, 3052, 16677
15	4	3202, 3311, 5283, 16798
16	2	3480, 3548
17	10	3622, 3791, 6770, 13711, 16775, 16824, 16832, 16870, 16917, 17060
18	2	4660, 4847
19	8	5486, 5500, 11954, 12138, 12651, 14987, 16678, 16692
20	2	5519, 5936
21	8	6103, 6386, 16705, 16711, 16811, 16830, 16859, 17119
22	2	7520, 7553
23	2	8189, 8446
24	2	9037, 9773
25	2	11716, 11768
26	2	13202, 13439
27	2	15405, 15428
28	2	15932, 16389
29	2	16700, 16701
30	2	16734, 16740
31	2	16743, 16746
32	2	16773, 16774
33	2	16820, 16821
34	3	16835, 16837, 16839
35	2	16841, 16844
36	2	16862, 16868
37	2	16871, 16872
38	2	16873, 16876
39	2	16883, 16885
40	2	16905, 16906
41	2	16913, 16914
