1	2	1
2	1	1
3	4	1
4	3	1
4	119	1
5	6	1
5	81	1
6	5	1
7	8	1
7	18	1
7	29	1
8	7	1
9	10	1
10	9	1
10	157	1
11	12	1
11	17	1
12	11	1
13	14	1
14	13	1
14	62	1
14	141	1
15	16	1
16	15	1
17	11	1
17	31	1
17	82	1
18	7	1
19	20	1
20	19	1
21	22	1
22	21	1
23	24	1
24	23	1
25	26	1
26	25	1
27	28	1
27	154	1
27	162	1
28	27	1
29	7	1
30	31	1
31	17	1
31	30	1
31	38	1
31	55	1
32	33	1
33	32	1
33	149	1
34	35	1
35	34	1
35	135	1
36	37	1
36	47	1
37	36	1
38	31	1
39	40	1
40	39	1
41	42	1
41	48	1
41	63	1
42	41	1
43	44	1
44	43	1
45	46	1
46	45	1
47	36	1
48	41	1
48	95	1
48	120	1
49	50	1
50	49	1
51	52	1
52	51	1
52	118	1
53	54	1
54	53	1
55	31	1
56	57	1
56	130	1
57	56	1
57	132	1
58	59	1
59	58	1
59	78	1
59	85	1
60	61	1
61	60	1
62	14	1
62	73	1
63	41	1
63	94	1
64	65	1
64	81	1
64	107	1
64	112	1
65	64	1
66	67	1
67	66	1
68	69	1
68	72	1
69	68	1
70	71	1
71	70	1
72	68	1
73	62	1
74	75	1
75	74	1
76	77	1
77	76	1
78	59	1
79	80	1
80	79	1
81	5	1
81	64	1
82	17	1
83	84	1
84	83	1
84	136	1
85	59	1
86	87	1
87	86	1
88	89	1
89	88	1
89	106	1
90	91	1
91	90	1
92	93	1
93	92	1
94	63	1
95	48	1
96	97	1
97	96	1
98	99	1
99	98	1
99	113	1
100	101	1
101	100	1
101	159	1
102	103	1
103	102	1
104	105	1
105	104	1
106	89	1
107	64	1
108	109	1
109	108	1
109	142	1
110	111	1
110	121	1
111	110	1
112	64	1
113	99	1
114	115	1
115	114	1
116	117	1
117	116	1
118	52	1
119	4	1
120	48	1
121	110	1
122	123	1
123	122	1
124	125	1
125	124	1
126	127	1
127	126	1
128	129	1
129	128	1
129	148	1
130	56	1
130	131	1
131	130	1
132	57	1
133	134	1
134	133	1
135	35	1
136	84	1
136	158	1
137	138	1
138	137	1
139	140	1
140	139	1
140	143	1
141	14	1
142	109	1
143	140	1
143	150	1
144	145	1
144	151	1
145	144	1
146	147	1
147	146	1
148	129	1
149	33	1
150	143	1
151	144	1
152	153	1
153	152	1
154	27	1
155	156	1
156	155	1
157	10	1
158	136	1
159	101	1
160	161	1
161	160	1
162	27	1
