1	2	1
2	1	1
3	4	1
3	7	1
4	3	1
4	37	1
4	50	1
4	85	1
5	6	1
6	5	1
6	95	1
7	3	1
8	9	1
9	8	1
9	14	1
9	38	1
9	108	1
10	11	1
11	10	1
12	13	1
13	12	1
14	9	1
15	16	1
16	15	1
17	18	1
18	17	1
19	20	1
20	19	1
21	22	1
22	21	1
23	24	1
24	23	1
25	26	1
26	25	1
27	28	1
28	27	1
29	30	1
30	29	1
30	80	1
30	92	1
31	32	1
32	31	1
33	34	1
34	33	1
35	36	1
36	35	1
37	4	1
38	9	1
39	40	1
40	39	1
40	43	1
41	42	1
42	41	1
43	40	1
44	45	1
45	44	1
46	47	1
46	91	1
47	46	1
48	49	1
49	48	1
50	4	1
50	51	1
51	50	1
52	53	1
53	52	1
54	55	1
55	54	1
55	142	1
56	57	1
57	56	1
58	59	1
58	73	1
58	81	1
59	58	1
60	61	1
60	82	1
61	60	1
62	63	1
63	62	1
64	65	1
65	64	1
66	67	1
67	66	1
67	72	1
68	69	1
69	68	1
69	149	1
70	71	1
71	70	1
72	67	1
73	58	1
74	75	1
75	74	1
76	77	1
77	76	1
78	79	1
79	78	1
80	30	1
80	137	1
81	58	1
82	60	1
83	84	1
83	90	1
84	83	1
85	4	1
86	87	1
87	86	1
88	89	1
89	88	1
90	83	1
91	46	1
92	30	1
93	94	1
94	93	1
95	6	1
96	97	1
97	96	1
97	107	1
98	99	1
99	98	1
99	100	1
100	99	1
101	102	1
102	101	1
103	104	1
103	110	1
104	103	1
104	144	1
105	106	1
106	105	1
107	97	1
107	115	1
107	138	1
108	9	1
109	110	1
110	103	1
110	109	1
110	132	1
111	112	1
112	111	1
113	114	1
114	113	1
115	107	1
116	117	1
117	116	1
118	119	1
119	118	1
120	121	1
120	141	1
121	120	1
122	123	1
123	122	1
124	125	1
125	124	1
126	127	1
127	126	1
127	143	1
128	129	1
129	128	1
129	143	1
130	131	1
131	130	1
132	110	1
133	134	1
134	133	1
135	136	1
136	135	1
137	80	1
138	107	1
139	140	1
140	139	1
141	120	1
142	55	1
142	156	1
143	127	1
143	129	1
144	104	1
145	146	1
146	145	1
147	148	1
148	147	1
149	69	1
150	151	1
151	150	1
152	153	1
153	152	1
154	155	1
155	154	1
156	142	1
157	158	1
158	157	1
159	160	1
160	159	1
161	162	1
162	161	1
163	164	1
164	163	1
165	166	1
166	165	1
167	168	1
168	167	1
169	170	1
170	169	1
