13843,1
10440,1
59,1
6658,1
686,1
16985,1
15188,2
271,2
5449,3
17012,3
5500,3
6652,3
3520,3
16994,3
6246,3
6793,3
669,3
17138,3
17001,4
16952,4
8183,5
16941,5
380,5
16981,5
16959,6
6332,6
15577,6
14349,6
101,6
16961,6
16973,7
2453,7
16938,7
16954,7
17104,7
17009,7
16314,7
3177,7
17048,7
4128,7
10840,7
3883,7
17005,7
1373,7
8597,7
2917,7
4396,7
4751,7
17186,7
379,7
17103,7
6516,7
17156,7
4740,7
8894,8
1949,8
17080,8
6317,8
17006,8
16995,8
17209,8
17109,8
17068,9
10860,9
17075,10
3219,10
5949,11
987,11
2393,12
431,12
12011,13
16953,13
13353,14
15227,14
16914,14
16997,14
17047,15
4483,15
15962,16
17152,16
17217,17
16946,17
16992,18
17040,18
17084,19
17058,19
1529,20
6012,20
4772,21
16965,21
16964,22
16949,22
943,23
16787,23
7141,24
6515,24
4854,24
9467,24
13725,24
13819,24
5396,24
1714,24
16710,24
16713,24
949,24
15964,24
16760,24
16933,24
16743,24
16781,24
16852,24
16810,24
2227,24
16712,24
16842,24
16932,24
1591,24
4527,24
16709,24
2426,24
6481,24
14286,24
3791,24
16725,24
16771,24
16791,24
3622,24
8131,24
16777,24
6136,24
10159,24
16689,24
16785,24
734,24
3636,24
13330,24
16697,24
16845,24
16926,24
127,24
16686,24
16848,24
16915,24
16755,24
16831,24
1477,25
14182,25
