1	2	1
2	1	1
2	7	1
2	43	1
3	4	1
3	30	1
4	3	1
4	29	1
4	36	1
5	6	1
6	5	1
6	98	1
7	2	1
8	9	1
9	8	1
9	10	1
9	11	1
9	16	1
9	21	1
9	26	1
9	34	1
9	35	1
9	38	1
9	42	1
9	52	1
9	53	1
9	58	1
9	59	1
9	61	1
9	73	1
9	94	1
9	102	1
9	106	1
9	108	1
10	9	1
11	9	1
11	47	1
11	49	1
11	104	1
12	13	1
13	12	1
13	19	1
13	41	1
13	107	1
13	109	1
14	15	1
15	14	1
16	9	1
16	86	1
17	18	1
17	112	1
18	17	1
18	20	1
18	27	1
18	48	1
18	51	1
18	69	1
18	76	1
19	13	1
19	28	1
19	33	1
19	64	1
19	70	1
19	72	1
19	95	1
19	96	1
19	99	1
19	107	1
20	18	1
20	27	1
20	39	1
21	9	1
21	31	1
22	23	1
22	30	1
23	22	1
23	55	1
24	25	1
25	24	1
26	9	1
27	18	1
27	20	1
27	60	1
27	68	1
27	87	1
27	110	1
28	19	1
29	4	1
30	3	1
30	22	1
30	36	1
31	21	1
31	32	1
31	81	1
32	31	1
33	19	1
33	37	1
33	40	1
33	56	1
33	74	1
33	90	1
33	97	1
34	9	1
35	9	1
35	44	1
35	54	1
36	4	1
36	30	1
37	33	1
38	9	1
39	20	1
39	77	1
39	103	1
40	33	1
41	13	1
42	9	1
43	2	1
44	35	1
44	50	1
44	57	1
44	89	1
45	46	1
46	45	1
47	11	1
47	83	1
48	18	1
49	11	1
50	44	1
51	18	1
51	80	1
51	93	1
52	9	1
52	88	1
53	9	1
54	35	1
54	67	1
54	71	1
55	23	1
56	33	1
56	82	1
57	44	1
58	9	1
59	9	1
60	27	1
61	9	1
62	63	1
63	62	1
63	84	1
64	19	1
64	99	1
65	66	1
66	65	1
67	54	1
67	75	1
68	27	1
69	18	1
70	19	1
70	110	1
71	54	1
71	111	1
72	19	1
73	9	1
74	33	1
75	67	1
76	18	1
77	39	1
78	79	1
79	78	1
79	85	1
80	51	1
81	31	1
82	56	1
83	47	1
84	63	1
85	79	1
86	16	1
87	27	1
88	52	1
89	44	1
90	33	1
91	92	1
92	91	1
93	51	1
93	113	1
94	9	1
95	19	1
96	19	1
97	33	1
98	6	1
99	19	1
99	64	1
99	105	1
99	110	1
100	101	1
101	100	1
102	9	1
103	39	1
104	11	1
105	99	1
106	9	1
107	13	1
107	19	1
108	9	1
109	13	1
110	27	1
110	70	1
110	99	1
111	71	1
112	17	1
113	93	1
114	115	1
115	114	1
115	116	1
116	115	1
