1	2	1
2	1	1
3	4	1
4	3	1
5	6	1
6	5	1
7	8	1
8	7	1
9	10	1
10	9	1
11	12	1
11	27	1
11	43	1
12	11	1
13	14	1
14	13	1
15	16	1
15	98	1
16	15	1
16	75	1
17	18	1
18	17	1
19	20	1
20	19	1
21	22	1
22	21	1
23	24	1
23	32	1
24	23	1
25	26	1
25	28	1
26	25	1
27	11	1
27	101	1
28	25	1
29	30	1
29	70	1
29	116	1
30	29	1
30	92	1
31	32	1
31	89	1
32	23	1
32	31	1
33	34	1
34	33	1
34	145	1
35	36	1
36	35	1
36	95	1
37	38	1
38	37	1
39	40	1
40	39	1
40	71	1
41	42	1
41	58	1
42	41	1
43	11	1
44	45	1
45	44	1
46	47	1
47	46	1
48	49	1
49	48	1
50	51	1
51	50	1
52	53	1
53	52	1
53	83	1
54	55	1
54	110	1
55	54	1
56	57	1
57	56	1
58	41	1
59	60	1
60	59	1
60	74	1
60	129	1
61	62	1
62	61	1
63	64	1
64	63	1
64	69	1
65	66	1
66	65	1
67	68	1
68	67	1
69	64	1
70	29	1
71	40	1
71	157	1
72	73	1
72	125	1
72	135	1
73	72	1
74	60	1
74	88	1
74	97	1
74	134	1
75	16	1
75	76	1
76	75	1
77	78	1
77	86	1
77	96	1
77	107	1
78	77	1
79	80	1
80	79	1
80	83	1
81	82	1
82	81	1
82	129	1
83	53	1
83	80	1
83	119	1
84	85	1
85	84	1
86	77	1
86	96	1
86	140	1
87	88	1
88	74	1
88	87	1
89	31	1
90	91	1
91	90	1
92	30	1
93	94	1
94	93	1
94	162	1
95	36	1
95	115	1
96	77	1
96	86	1
97	74	1
98	15	1
99	100	1
100	99	1
101	27	1
101	102	1
102	101	1
102	133	1
103	104	1
104	103	1
105	106	1
106	105	1
106	161	1
107	77	1
107	152	1
108	109	1
109	108	1
110	54	1
111	112	1
112	111	1
113	114	1
113	122	1
114	113	1
115	95	1
116	29	1
117	118	1
118	117	1
119	83	1
120	121	1
121	120	1
122	113	1
122	128	1
123	124	1
124	123	1
125	72	1
126	127	1
126	132	1
127	126	1
128	122	1
129	60	1
129	82	1
130	131	1
131	130	1
132	126	1
133	102	1
134	74	1
135	72	1
136	137	1
137	136	1
138	139	1
139	138	1
140	86	1
141	142	1
141	158	1
142	141	1
143	144	1
144	143	1
145	34	1
146	147	1
147	146	1
148	149	1
149	148	1
150	151	1
151	150	1
152	107	1
153	154	1
154	153	1
155	156	1
156	155	1
157	71	1
158	141	1
159	160	1
160	159	1
161	106	1
162	94	1
