1	2	1
1	52	1
1	81	1
2	1	1
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
2	8	1
2	11	1
2	16	1
2	18	1
2	19	1
2	23	1
2	25	1
2	26	1
2	27	1
2	28	1
2	29	1
2	30	1
2	31	1
2	32	1
2	33	1
2	35	1
2	37	1
2	39	1
2	40	1
2	43	1
2	44	1
2	45	1
2	46	1
2	47	1
2	53	1
2	54	1
2	57	1
2	58	1
2	59	1
2	64	1
2	75	1
2	90	1
2	92	1
2	96	1
2	97	1
2	103	1
2	105	1
2	106	1
2	108	1
2	112	1
2	115	1
2	116	1
2	121	1
2	125	1
2	133	1
2	150	1
2	156	1
2	158	1
3	2	1
3	100	1
4	2	1
4	134	1
5	2	1
5	17	1
6	2	1
6	18	1
6	30	1
6	157	1
7	2	1
8	2	1
8	38	1
8	48	1
9	10	1
9	34	1
9	114	1
10	9	1
10	12	1
10	50	1
10	68	1
10	83	1
10	86	1
10	107	1
10	141	1
10	155	1
11	2	1
11	50	1
11	65	1
11	73	1
11	98	1
11	129	1
11	135	1
12	10	1
12	13	1
12	127	1
13	12	1
13	14	1
13	15	1
13	20	1
13	24	1
13	35	1
13	36	1
13	56	1
13	72	1
13	91	1
14	13	1
14	76	1
14	160	1
15	13	1
15	82	1
16	2	1
17	5	1
18	2	1
18	6	1
18	30	1
18	80	1
18	102	1
18	123	1
18	161	1
19	2	1
20	13	1
20	71	1
21	22	1
22	21	1
23	2	1
23	93	1
23	140	1
23	142	1
23	147	1
24	13	1
25	2	1
25	66	1
26	2	1
27	2	1
27	101	1
28	2	1
29	2	1
30	2	1
30	6	1
30	18	1
30	74	1
30	118	1
31	2	1
31	51	1
31	63	1
31	102	1
31	110	1
32	2	1
32	113	1
33	2	1
34	9	1
34	55	1
35	2	1
35	13	1
35	70	1
35	128	1
36	13	1
37	2	1
38	8	1
39	2	1
39	49	1
39	60	1
39	67	1
39	85	1
39	89	1
39	111	1
39	124	1
40	2	1
41	42	1
42	41	1
43	2	1
43	72	1
43	88	1
43	94	1
43	104	1
43	117	1
43	130	1
44	2	1
44	151	1
45	2	1
46	2	1
46	69	1
46	143	1
47	2	1
48	8	1
49	39	1
50	10	1
50	11	1
50	65	1
50	148	1
51	31	1
52	1	1
53	2	1
53	74	1
54	2	1
55	34	1
55	78	1
55	84	1
56	13	1
56	79	1
56	87	1
56	99	1
56	123	1
56	134	1
57	2	1
58	2	1
58	122	1
59	2	1
60	39	1
61	62	1
62	61	1
62	109	1
62	154	1
63	31	1
63	64	1
64	2	1
64	63	1
65	11	1
65	50	1
65	148	1
66	25	1
67	39	1
67	77	1
68	10	1
69	46	1
70	35	1
71	20	1
71	117	1
71	149	1
72	13	1
72	43	1
72	152	1
73	11	1
74	30	1
74	53	1
75	2	1
76	14	1
76	95	1
76	147	1
77	67	1
77	79	1
78	55	1
78	137	1
79	56	1
79	77	1
80	18	1
81	1	1
82	15	1
82	131	1
82	138	1
83	10	1
84	55	1
84	146	1
85	39	1
86	10	1
86	126	1
87	56	1
88	43	1
89	39	1
90	2	1
91	13	1
92	2	1
93	23	1
94	43	1
95	76	1
96	2	1
96	153	1
97	2	1
98	11	1
99	56	1
99	132	1
100	3	1
101	27	1
102	18	1
102	31	1
103	2	1
103	151	1
104	43	1
105	2	1
106	2	1
107	10	1
108	2	1
109	62	1
110	31	1
110	153	1
111	39	1
112	2	1
113	32	1
114	9	1
115	2	1
116	2	1
117	43	1
117	71	1
118	30	1
119	120	1
120	119	1
121	2	1
121	139	1
122	58	1
123	18	1
123	56	1
123	136	1
124	39	1
125	2	1
126	86	1
126	159	1
127	12	1
128	35	1
129	11	1
130	43	1
131	82	1
132	99	1
133	2	1
134	4	1
134	56	1
135	11	1
136	123	1
137	78	1
138	82	1
139	121	1
140	23	1
141	10	1
142	23	1
143	46	1
144	145	1
145	144	1
146	84	1
147	23	1
147	76	1
148	50	1
148	65	1
149	71	1
150	2	1
151	44	1
151	103	1
152	72	1
153	96	1
153	110	1
154	62	1
155	10	1
156	2	1
157	6	1
158	2	1
159	126	1
160	14	1
161	18	1
