1	2	1
1	17	1
1	20	1
1	24	1
1	40	1
1	43	1
2	1	1
2	17	1
2	23	1
2	26	1
2	46	1
2	51	1
2	52	1
3	4	1
3	13	1
4	3	1
4	15	1
4	20	1
4	26	1
4	52	1
5	6	1
5	7	1
6	5	1
6	12	1
6	17	1
6	19	1
6	31	1
6	34	1
6	42	1
6	52	1
7	5	1
7	10	1
7	14	1
7	29	1
7	38	1
7	41	1
8	9	1
8	10	1
8	11	1
8	27	1
9	8	1
9	12	1
9	48	1
9	49	1
9	52	1
10	7	1
10	8	1
10	12	1
10	14	1
10	15	1
10	16	1
10	18	1
10	19	1
10	22	1
10	28	1
10	29	1
10	37	1
10	38	1
10	45	1
10	49	1
10	52	1
11	8	1
11	12	1
11	22	1
11	23	1
11	40	1
11	52	1
12	6	1
12	9	1
12	10	1
12	11	1
12	13	1
12	16	1
12	19	1
13	3	1
13	12	1
13	15	1
13	19	1
13	22	1
13	23	1
13	24	1
13	25	1
13	27	1
13	31	1
13	32	1
13	33	1
13	35	1
13	36	1
13	37	1
13	40	1
13	42	1
13	44	1
13	49	1
13	52	1
14	7	1
14	10	1
15	4	1
15	10	1
15	13	1
15	19	1
16	10	1
16	12	1
17	1	1
17	2	1
17	6	1
18	10	1
18	19	1
19	6	1
19	10	1
19	12	1
19	13	1
19	15	1
19	18	1
19	20	1
19	21	1
19	22	1
19	27	1
19	28	1
19	30	1
19	36	1
19	37	1
19	39	1
19	40	1
19	47	1
19	49	1
19	52	1
20	1	1
20	4	1
20	19	1
21	19	1
22	10	1
22	11	1
22	13	1
22	19	1
22	25	1
23	2	1
23	11	1
23	13	1
23	25	1
24	1	1
24	13	1
25	13	1
25	22	1
25	23	1
25	34	1
25	52	1
26	2	1
26	4	1
26	39	1
27	8	1
27	13	1
27	19	1
27	37	1
27	49	1
27	50	1
27	51	1
27	52	1
28	10	1
28	19	1
29	7	1
29	10	1
30	19	1
31	6	1
31	13	1
32	13	1
33	13	1
34	6	1
34	25	1
35	13	1
36	13	1
36	19	1
37	10	1
37	13	1
37	19	1
37	27	1
38	7	1
38	10	1
39	19	1
39	26	1
39	43	1
40	1	1
40	11	1
40	13	1
40	19	1
41	7	1
42	6	1
42	13	1
43	1	1
43	39	1
44	13	1
45	10	1
46	2	1
47	19	1
48	9	1
49	9	1
49	10	1
49	13	1
49	19	1
49	27	1
50	27	1
51	2	1
51	27	1
52	2	1
52	4	1
52	6	1
52	9	1
52	10	1
52	11	1
52	13	1
52	19	1
52	25	1
52	27	1
